match_datetime,game,player,market,type,line,best_price,bookie,qi,final_stat,market_bucket,wheelo_support,model_support,model_qi_num,model_probability,market_implied_probability,model_edge,bet_rule,self_learning_rule,win,profit
2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Lloyd Meek,Marks Over,Over,3.5,2.60,SportsBet,60.3,2,Marks,,Model strong against,15.5,0.2031,0.3846,-0.1815,PASS,PASS,False,-0.0
2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Lloyd Meek,Tackles Over,Over,3.5,1.68,SportsBet,59.8,3,Tackles,,Model lean against,27.5,0.3368,0.5952,-0.2585,PASS,PASS,False,-0.0
2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Mabior Chol,Disposals Over,Over,9.5,1.36,TAB,62.5,9,Disposals,,Model lean against,29.5,0.4152,0.7353,-0.3201,PASS,PASS,False,-0.0
2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Mabior Chol,Goal Scorer Anytime,Over,0.5,1.27,PointsBet (AU),65.1,2,Goals,,Model strong support,65.1,0.7132,0.7874,-0.0742,PASS,PASS,True,0.0
2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Mabior Chol,Goals Scored Over,Over,1.5,2.30,TAB,71.3,2,Goals,,Model strong against,28.5,0.355,0.4348,-0.0798,PASS,PASS,True,0.0
2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Mabior Chol,Marks Over,Over,3.5,2.20,SportsBet,81.2,3,Marks,,Model neutral,56.6,0.4851,0.4545,0.0305,PASS,PASS,False,-0.0
2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Mabior Chol,Tackles Over,Over,3.5,2.20,SportsBet,71.3,1,Tackles,,Model lean against,31.8,0.3174,0.4545,-0.1372,PASS,PASS,False,-0.0
2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Massimo D'Ambrosio,Disposals Over,Over,14.5,1.33,Dabble AU,68.9,17,Disposals,,Model strong support,81.3,0.81,0.7519,0.0582,A_BET,PASS,True,0.33
2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Massimo D'Ambrosio,Goals Scored Over,Over,0.5,2.95,Bet Right,60.5,0,Goals,,Model neutral,51.2,0.2856,0.339,-0.0534,PASS,PASS,False,-0.0
2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Massimo D'Ambrosio,Marks Over,Over,1.5,1.33,SportsBet,85.6,1,Marks,,Model strong support,87.5,0.9443,0.7519,0.1924,LEAN,PASS,False,-0.0
2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Massimo D'Ambrosio,Tackles Over,Over,1.5,1.59,SportsBet,88.7,0,Tackles,,Model strong support,81.2,0.7058,0.6289,0.0769,B_BET,PASS,False,-0.4
2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Max Gruzewski,Disposals Over,Over,9.5,2.50,SportsBet,92.7,6,Disposals,,Model strong against,26.6,0.2714,0.4,-0.1286,PASS,PASS,False,-0.0
